location,size,total_sqft,bath,price,bhk,Price_Per_sqft
Marathahalli,4 BHK,3800.0,4.0,250.0,4,6578.9473684210525
Kambipura,2 BHK,883.0,2.0,29.0,2,3284.2582106455266
GM Palaya,3 BHK,1820.0,2.0,86.0,3,4725.274725274725
Malleshwaram,4 BHK,2500.0,5.0,325.0,4,13000.0
Jalahalli East,1 BHK,750.0,1.0,40.0,1,5333.333333333333
Hosakerehalli,3 BHK,2378.0,3.0,262.0,3,11017.661900756939
Sarjapur,2 BHK,1128.0,2.0,60.0,2,5319.148936170212
Hebbal,3 BHK,1500.0,3.0,150.0,3,10000.0
Kanakpura Road,3 BHK,1100.0,2.0,58.0,3,5272.727272727273
Bommasandra,3 BHK,1200.0,3.0,46.0,3,3833.3333333333335
Nagondanahalli,3 BHK,1641.0,3.0,66.0,3,4021.9378427787933
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2,5348.412698412699
Yelahanka,2 BHK,1132.5,2.0,48.13,2,4249.889624724062
Yelahanka,2 BHK,1210.0,2.0,45.98,2,3800.0
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
Thanisandra,3 BHK,1702.0,3.0,130.0,3,7638.07285546416
Shanthala Nagar,2 BHK,1630.0,2.0,200.0,2,12269.938650306749
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2,3378.6152497808935
Bettahalsoor,4 Bedroom,4046.0,4.0,445.0,4,10998.517053880376
Yelahanka,3 BHK,35000.0,3.0,130.0,3,371.42857142857144
Ambedkar Colony,3 BHK,1875.0,3.0,165.0,3,8800.0
Brookefield,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
Whitefield,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,6476.5300059417705
Hoodi,4 BHK,2118.0,4.0,111.0,4,5240.793201133144
Avalahalli,3 BHK,2300.0,3.0,120.0,3,5217.391304347826
Prakruthi Nagar,2 BHK,1240.0,2.0,60.0,2,4838.709677419355
Surabhi Layout,3 BHK,1750.0,3.0,120.0,3,6857.142857142857
Abbigere,2 BHK,985.0,2.0,40.39,2,4100.507614213198
Tindlu,3 Bedroom,1500.0,2.0,87.0,3,5800.0
Maruthi Sevanagar,2 BHK,950.0,2.0,44.0,2,4631.578947368421
Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,2600.0
Kammasandra,2 BHK,810.0,2.0,24.5,2,3024.6913580246915
Green Garden Layout,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
Hebbal,2 BHK,1337.0,2.0,82.0,2,6133.1338818249815
Koramangala,3 BHK,1580.0,3.0,160.0,3,10126.582278481013
Begur Road,3 BHK,1500.0,2.0,54.0,3,3600.0
Whitefield,3 BHK,1640.0,4.0,91.0,3,5548.780487804878
Silver Springs Layout,3 BHK,1570.0,3.0,62.0,3,3949.044585987261
Gubbalala,3 BHK,1470.0,2.0,82.0,3,5578.231292517007
7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2,6761.9047619047615
Dairy Circle,3 BHK,1855.0,3.0,225.0,3,12129.380053908355
Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3,6164.3835616438355
Electronic City,2 BHK,1094.0,2.0,42.0,2,3839.1224862888484
Budigere,2 BHK,1153.0,2.0,57.0,2,4943.625325238509
Hoysalanagar,3 BHK,1325.0,3.0,57.0,3,4301.88679245283
Jakkur,3 BHK,1590.0,2.0,125.0,3,7861.635220125786
Narayana Nagar 1st Block,2 BHK,1202.0,2.0,48.0,2,3993.3444259567386
KSRTC Layout,2 BHK,1200.0,2.0,62.5,2,5208.333333333333
Panathur,3 BHK,1688.0,3.0,118.0,3,6990.521327014218
Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2,5098.0392156862745
Sarjapur,2 BHK,1185.0,2.0,47.0,2,3966.2447257383965
Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2,4213.765182186235
Hosakerehalli,4 BHK,3205.0,5.0,500.0,4,15600.624024960998
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3,4664.310954063604
EPIP Zone,3 BHK,2330.0,3.0,162.0,3,6952.789699570815
Whitefield,2 BHK,805.0,2.0,35.0,2,4347.826086956522
Whitefield,2 BHK,1155.0,2.0,59.95,2,5190.476190476191
New Gurappana Palya,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Ambedkar Colony,2 BHK,1468.0,2.0,140.0,2,9536.784741144415
Palanahalli,4 Bedroom,4300.0,5.0,550.0,4,12790.697674418605
Whitefield,3 BHK,2280.0,4.0,126.0,3,5526.315789473684
Hegde Nagar,2 BHK,1341.0,2.0,97.0,2,7233.407904548844
Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,4444.044943820225
Thanisandra,2 BHK,1185.0,2.0,43.51,2,3671.7299578059074
Vadarpalya,3 BHK,1750.0,3.0,85.0,3,4857.142857142857
Kudlu,2 BHK,1152.0,2.0,53.5,2,4644.097222222223
Hulimavu,2 BHK,1300.0,2.0,36.0,2,2769.230769230769
Uttarahalli,2 BHK,1101.0,2.0,45.0,2,4087.193460490463
Yeshwanthpur,1 BHK,667.0,1.0,36.85,1,5524.737631184408
Electronic City,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
Old Airport Road,3 BHK,1875.0,2.0,110.0,3,5866.666666666667
Kundalahalli,2 BHK,735.0,2.0,57.99,2,7889.7959183673465
Marathahalli,2 BHK,1215.0,2.0,67.0,2,5514.40329218107
Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2,3658.5365853658536
Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2,5090.0212314225055
Battarahalli,3 BHK,1779.0,3.0,89.61,3,5037.099494097808
HMT Layout,2 BHK,1105.0,2.0,58.0,2,5248.868778280543
Whitefield,3 BHK,1650.0,3.0,60.0,3,3636.3636363636365
Jalahalli,2 BHK,1694.0,2.0,150.0,2,8854.78158205431
Hosakerehalli,3 BHK,2376.0,3.0,203.0,3,8543.771043771043
Kammasandra,2 BHK,674.0,2.0,33.0,2,4896.142433234421
Kaggadasapura,2 BHK,1185.0,2.0,41.0,2,3459.915611814346
 Thanisandra,1 RK,445.0,1.0,28.0,1,6292.134831460674
Gottigere,3 BHK,1618.0,3.0,82.5,3,5098.887515451174
Koramangala,2 BHK,1120.0,2.0,65.0,2,5803.571428571428
Marathahalli,4 BHK,2181.0,3.0,152.0,4,6969.280146721688
Bannerghatta Road,3 BHK,1556.0,2.0,59.13,3,3800.1285347043704
Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2,5599.660729431722
Thanisandra,2 BHK,1296.0,2.0,83.0,2,6404.320987654321
Kaggadasapura,2 BHK,1275.0,2.0,52.0,2,4078.4313725490197
Gottigere,2 BHK,1222.0,2.0,63.0,2,5155.482815057283
Electronic City,2 BHK,940.0,2.0,41.0,2,4361.702127659574
Thanisandra,2 BHK,1185.0,2.0,42.6,2,3594.9367088607596
Tumkur Road,3 BHK,1779.0,3.0,112.0,3,6295.6717256885895
Begur Road,3 BHK,1615.0,3.0,59.76,3,3700.30959752322
Haralur Road,2 BHK,1056.0,2.0,61.0,2,5776.515151515152
Arekere,2 BHK,920.0,2.0,40.0,2,4347.826086956522
ITI Layout,3 BHK,1602.0,2.0,75.0,3,4681.647940074907
Kasavanhalli,3 BHK,1717.0,3.0,99.0,3,5765.87070471753
Bhoganhalli,4 BHK,2119.0,4.0,111.0,4,5238.319962246343
Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
Anandapura,2 BHK,1141.0,2.0,42.79,2,3750.219106047327
Chandapura,2 BHK,1025.0,2.0,27.68,2,2700.487804878049
Yelahanka New Town,1 BHK,650.0,1.0,33.0,1,5076.923076923077
Hebbal,2 BHK,1349.0,2.0,98.0,2,7264.6404744255005
Narayanapura,3 BHK,1566.0,3.0,83.3,3,5319.284802043423
Sahakara Nagar,4 BHK,2830.0,3.0,195.0,4,6890.459363957597
Varthur,2 BHK,1091.0,2.0,34.9,2,3198.9000916590285
Rachenahalli,4 BHK,3670.0,4.0,300.0,4,8174.386920980926
Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4,6666.666666666667
Yelahanka,3 BHK,1705.0,3.0,95.0,3,5571.847507331378
Kalyan nagar,3 BHK,1375.0,3.0,75.0,3,5454.545454545455
Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714.285714285715
Thanisandra,2 BHK,1114.0,2.0,39.0,2,3500.8976660682224
7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3,6896.551724137931
Hebbal,2 BHK,1000.0,2.0,45.0,2,4500.0
Electronic City,2 BHK,1128.0,2.0,68.75,2,6094.858156028369
Kanakpura Road,2 BHK,1180.0,2.0,57.0,2,4830.5084745762715
Kanakpura Road,2 BHK,1339.0,2.0,75.0,2,5601.194921583271
7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2,3800.0000000000005
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3,6682.436428149024
Bisuvanahalli,3 BHK,1075.0,3.0,36.0,3,3348.8372093023254
Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2,5250.334075723831
Mallasandra,3 BHK,1665.0,3.0,86.58,3,5200.0
Brookefield,2 BHK,1142.0,2.0,70.0,2,6129.5971978984235
Kodbisanhalli,3 BHK,1976.0,3.0,184.0,3,9311.74089068826
Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2,4380.425531914893
Subramanyapura,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2,4120.603015075377
Magadi Road,2 BHK,884.0,2.0,41.1,2,4649.321266968326
Yeshwanthpur,2 BHK,1170.0,2.0,57.0,2,4871.794871794872
KR Puram,2 BHK,1225.0,2.0,46.55,2,3800.0
Electronic City,2 BHK,1342.0,2.0,73.3,2,5461.997019374068
Kodigehaali,3 BHK,1320.0,3.0,65.0,3,4924.242424242424
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2,4332.456140350877
Battarahalli,2 BHK,1300.0,2.0,50.0,2,3846.153846153846
Thigalarapalya,3 BHK,2072.0,4.0,142.0,3,6853.281853281854
Electronic City,3 BHK,1360.0,2.0,71.0,3,5220.588235294118
Hosur Road,3 BHK,1145.0,2.0,60.0,3,5240.174672489083
Uttarahalli,3 BHK,1540.0,2.0,40.0,3,2597.4025974025976
Sarjapur  Road,2 BHK,1278.0,2.0,95.0,2,7433.489827856025
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1,6349.206349206349
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3,5272.727272727273
Bendiganahalli,3 Bedroom,1200.0,3.0,95.0,3,7916.666666666667
Chandapura,1 BHK,582.5,1.0,15.135,1,2598.283261802575
Chandapura,2 BHK,1015.0,2.0,25.88,2,2549.753694581281
Ferrar Nagar,2 BHK,1180.0,2.0,69.0,2,5847.457627118644
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475
Varthur,2 BHK,1385.0,2.0,80.0,2,5776.173285198556
Magadi Road,2 BHK,1005.0,2.0,55.78,2,5550.248756218905
Green Glen Layout,3 BHK,1575.0,3.0,125.0,3,7936.507936507936
Subramanyapura,2 BHK,975.0,2.0,65.0,2,6666.666666666667
Hennur Road,3 BHK,1904.0,3.0,120.0,3,6302.5210084033615
Kanakpura Road,1 BHK,525.0,1.0,26.0,1,4952.380952380952
Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2,6250.0
Harlur,2 BHK,1174.0,2.0,69.0,2,5877.342419080068
Whitefield,3 BHK,2225.0,2.0,125.0,3,5617.9775280898875
M.G Road,2 BHK,1250.0,2.0,200.0,2,16000.0
Jigani,2 BHK,918.0,2.0,52.0,2,5664.488017429194
Marathahalli,2 BHK,1170.0,2.0,53.0,2,4529.91452991453
Jakkur,3 BHK,1710.0,3.0,107.0,3,6257.309941520468
Kambipura,3 BHK,1082.0,2.0,57.5,3,5314.232902033272
Horamavu Banaswadi,3 BHK,1554.0,3.0,55.0,3,3539.253539253539
Thanisandra,2 BHK,1142.5,2.0,43.415,2,3800.0
Hosa Road,2 BHK,1045.0,2.0,98.89,2,9463.157894736842
Ambedkar Nagar,3 BHK,1935.0,4.0,130.0,3,6718.3462532299745
Lakshminarayana Pura,3 BHK,1680.0,3.0,150.0,3,8928.57142857143
Hebbal,4 BHK,2470.0,5.0,247.0,4,10000.0
1st Phase JP Nagar,4 BHK,2825.0,4.0,250.0,4,8849.557522123894
Hosakerehalli,3 BHK,2480.0,3.0,330.0,3,13306.451612903225
Kasavanhalli,3 BHK,1799.0,3.0,90.0,3,5002.77932184547
Attibele,1 BHK,400.0,1.0,11.0,1,2750.0
Kundalahalli,2 BHK,1047.0,2.0,82.0,2,7831.900668576886
Kaverappa Layout,2 BHK,1282.0,2.0,87.0,2,6786.271450858035
Whitefield,2 BHK,1495.0,2.0,79.5,2,5317.725752508361
Kasavanhalli,4 Bedroom,3260.0,4.0,240.0,4,7361.963190184049
Koramangala,4 BHK,3500.0,5.0,425.0,4,12142.857142857143
Sahakara Nagar,3 BHK,1500.0,2.0,95.0,3,6333.333333333333
Uttarahalli,3 BHK,1540.0,3.0,50.0,3,3246.753246753247
Hosa Road,3 BHK,1639.0,3.0,80.0,3,4881.0250152532035
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2,4281.657712970069
Koramangala,2 BHK,1005.0,1.0,110.0,2,10945.273631840795
Kammasandra,1 BHK,657.5,1.0,18.41,1,2800.0
Chandapura,3 BHK,1305.0,3.0,33.28,3,2550.191570881226
Brookefield,3 BHK,1440.0,2.0,68.0,3,4722.222222222223
Rajaji Nagar,3 BHK,1725.0,3.0,200.0,3,11594.202898550724
Varthur,3 BHK,1535.0,3.0,65.99,3,4299.022801302931
Devarabisanahalli,2 BHK,1350.0,2.0,80.0,2,5925.925925925926
Giri Nagar,2 BHK,650.0,2.0,42.0,2,6461.538461538462
Electronics City Phase 1,2 BHK,950.0,2.0,31.0,2,3263.157894736842
7th Phase JP Nagar,2 BHK,1190.0,2.0,49.98,2,4200.0
Hennur Road,3 BHK,1891.0,3.0,109.0,3,5764.1459545214175
Hosa Road,2 BHK,1161.0,2.0,55.15,2,4750.215331610681
Sarjapur,1 BHK,649.5,1.0,17.535,1,2699.7690531177827
Yeshwanthpur,1 BHK,665.0,1.0,36.85,1,5541.353383458647
Hoodi,2 BHK,1425.0,2.0,80.0,2,5614.035087719299
Somasundara Palya,2 BHK,1255.0,2.0,67.0,2,5338.645418326693
Hegde Nagar,3 BHK,2112.95,4.0,145.0,3,6862.443503159091
Haralur Road,3 BHK,1810.0,3.0,100.0,3,5524.861878453039
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
Vidyaranyapura,3 BHK,1485.0,2.0,67.0,3,4511.784511784512
Pattandur Agrahara,2 BHK,1025.0,2.0,44.5,2,4341.463414634146
Whitefield,4 BHK,2268.0,3.0,163.0,4,7186.94885361552
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
Vadarpalya,2 BHK,1141.0,2.0,62.0,2,5433.829973707274
Attibele,1 BHK,400.0,1.0,12.0,1,3000.0
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3,5200.217037438958
Rachenahalli,3 BHK,1530.0,2.0,74.5,3,4869.281045751634
Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
Kanakapura,1 BHK,711.0,1.0,38.0,1,5344.585091420535
Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Babusapalaya,3 BHK,1358.0,2.0,43.4,3,3195.8762886597938
Hoodi,2 BHK,1420.0,2.0,75.0,2,5281.69014084507
Nagappa Reddy Layout,2 BHK,1209.0,2.0,50.0,2,4135.6492969396195
Panathur,3 BHK,1315.0,2.0,54.8,3,4167.300380228137
TC Palaya,3 BHK,1600.0,2.0,65.0,3,4062.5
Suraksha Nagar,3 BHK,1563.0,3.0,52.0,3,3326.935380678183
Whitefield,3 BHK,1560.0,2.0,72.0,3,4615.384615384615
Iblur Village,3 BHK,3235.0,3.0,235.0,3,7264.296754250387
HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
JP Nagar,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Hebbal,2 BHK,1036.0,2.0,50.0,2,4826.254826254826
Akshaya Nagar,3 BHK,1662.0,3.0,85.1,3,5120.336943441636
Yelachenahalli,3 BHK,1464.0,2.0,105.0,3,7172.131147540984
Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482.982171799027
Sarjapur  Road,3 BHK,1403.0,3.0,55.0,3,3920.1710620099784
Hebbal,4 BHK,3900.0,4.0,410.0,4,10512.820512820514
Basava Nagar,2 BHK,1405.0,2.0,70.0,2,4982.20640569395
Haralur Road,4 BHK,2805.0,4.0,154.0,4,5490.196078431372
Yeshwanthpur,2 BHK,1161.0,2.0,64.08,2,5519.37984496124
Kanakpura Road,2 BHK,1290.0,2.0,74.0,2,5736.434108527132
Yeshwanthpur,3 BHK,2557.0,3.0,141.0,3,5514.274540477121
2nd Block Hrbr Layout,3 BHK,1480.0,3.0,90.0,3,6081.081081081081
Old Madras Road,3 BHK,1350.0,3.0,54.54,3,4040.0
Kadugodi,3 BHK,1580.0,2.0,65.0,3,4113.9240506329115
Sarjapur  Road,2 BHK,1346.0,2.0,61.92,2,4600.297176820208
Basapura,2 BHK,1200.0,2.0,35.0,2,2916.6666666666665
Channasandra,3 BHK,1340.0,2.0,48.33,3,3606.716417910448
Jigani,2 BHK,918.0,2.0,48.0,2,5228.75816993464
Singena Agrahara,3 Bedroom,1500.0,3.0,115.0,3,7666.666666666667
Yelahanka,2 BHK,1315.0,2.0,85.0,2,6463.878326996198
Uttarahalli,3 BHK,1330.0,2.0,56.0,3,4210.526315789473
Mango Garden Layout,3 BHK,1824.0,3.0,125.0,3,6853.070175438596
7th Phase JP Nagar,3 BHK,1420.0,2.0,96.0,3,6760.56338028169
Jalahalli East,3 BHK,1260.0,2.0,60.0,3,4761.9047619047615
Hennur Road,3 BHK,1561.0,3.0,95.0,3,6085.842408712364
Haralur Road,2 BHK,1225.0,2.0,67.38,2,5500.408163265306
Thanisandra,3 BHK,2144.0,3.0,135.0,3,6296.641791044776
Electronic City,2 BHK,880.0,2.0,29.0,2,3295.4545454545455
Hoodi,3 BHK,1639.0,3.0,110.0,3,6711.4093959731545
Thanisandra,3 BHK,1240.0,2.0,62.0,3,5000.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Kambipura,3 BHK,1082.0,2.0,56.0,3,5175.6007393715345
Kanakpura Road,3 BHK,1665.0,3.0,86.58,3,5200.0
Electronic City,2 BHK,1265.0,2.0,56.93,2,4500.395256916996
Electronic City,3 BHK,1691.0,2.0,102.0,3,6031.933767001774
Thanisandra,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
Hosakerehalli,4 BHK,3205.0,5.0,380.0,4,11856.474258970358
Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
Mysore Road,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
Indira Nagar,2 BHK,1128.0,2.0,105.0,2,9308.510638297872
Budigere,2 BHK,1162.0,2.0,57.0,2,4905.335628227194
Sai Gardens,2 BHK,1339.0,2.0,55.0,2,4107.542942494399
Mahadevpura,2 BHK,1192.0,2.0,75.0,2,6291.946308724832
Haralur Road,3 BHK,1920.0,3.0,115.0,3,5989.583333333333
Hennur,2 BHK,1255.0,2.0,52.32,2,4168.924302788844
Rajaji Nagar,2 BHK,1357.0,2.0,115.0,2,8474.57627118644
Hanumanth Nagar,2 BHK,1225.0,2.0,55.11,2,4498.775510204082
Whitefield,4 Bedroom,2400.0,4.0,200.0,4,8333.333333333334
Thanisandra,2 BHK,1093.0,2.0,70.0,2,6404.391582799634
Basaveshwara Nagar,3 BHK,1865.0,3.0,145.0,3,7774.798927613941
Kaikondrahalli,2 BHK,1039.0,2.0,80.0,2,7699.711260827719
Whitefield,3 BHK,1985.0,3.0,75.0,3,3778.337531486146
Hosakerehalli,3 BHK,1590.0,3.0,49.0,3,3081.761006289308
Hunasamaranahalli,4 Bedroom,4000.0,4.0,675.0,4,16875.0
Electronic City Phase II,2 BHK,775.0,2.0,38.0,2,4903.225806451613
RWF West Colony,2 BHK,1000.0,2.0,50.0,2,5000.0
Hebbal Kempapura,3 BHK,1800.0,3.0,175.0,3,9722.222222222223
Bommasandra,2 BHK,1035.0,2.0,41.0,2,3961.352657004831
Dasarahalli,3 BHK,1520.0,2.0,75.0,3,4934.210526315789
Whitefield,2 BHK,1360.0,2.0,95.0,2,6985.294117647059
Bileshivale,4 Bedroom,6000.0,5.0,400.0,4,6666.666666666667
Kodigehaali,2 BHK,1117.0,2.0,56.0,2,5013.428827215756
KR Puram,4 Bedroom,1200.0,4.0,120.0,4,10000.0
EPIP Zone,2 BHK,1330.0,2.0,92.5,2,6954.887218045113
Marathahalli,3 BHK,1937.0,3.0,160.0,3,8260.196179659268
Electronic City,2 BHK,1128.0,2.0,65.49,2,5805.851063829787
Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2,4273.504273504273
Panathur,2 BHK,1198.0,2.0,77.0,2,6427.378964941569
Marathahalli,2 BHK,1152.0,2.0,56.0,2,4861.111111111111
Frazer Town,2 BHK,1625.0,2.0,75.0,2,4615.384615384615
Kundalahalli,3 BHK,1397.0,3.0,105.0,3,7516.1059413027915
Yeshwanthpur,3 BHK,1523.0,3.0,170.0,3,11162.179908076165
Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Kaggalipura,1 BHK,700.0,1.0,38.0,1,5428.571428571428
Yelahanka,2 BHK,1170.0,2.0,62.5,2,5341.880341880342
Kanakpura Road,3 BHK,1200.0,2.0,42.0,3,3500.0
Akshaya Nagar,3 BHK,1897.0,3.0,120.0,3,6325.77754348972
Haralur Road,3 BHK,1875.0,3.0,110.0,3,5866.666666666667
Jaya Nagar East,3 BHK,3095.0,3.0,350.0,3,11308.562197092084
Ambalipura,3 BHK,1390.0,2.0,175.0,3,12589.928057553956
Yelahanka,3 BHK,1450.0,3.0,65.255,3,4500.3448275862065
Yelahanka,1 BHK,697.0,1.0,45.0,1,6456.241032998565
Sarjapur  Road,1 BHK,710.0,1.0,27.0,1,3802.8169014084506
Iggalur,2 BHK,910.0,2.0,30.5,2,3351.6483516483518
Sompura,3 BHK,1025.0,2.0,48.0,3,4682.926829268293
Magadi Road,2 BHK,1000.0,2.0,46.5,2,4650.0
Sarjapur  Road,4 BHK,3335.0,5.0,300.0,4,8995.502248875562
Thanisandra,2 BHK,971.5,2.0,36.435,2,3750.386001029336
Varthur,2 BHK,1024.0,2.0,42.0,2,4101.5625
Electronic City,3 BHK,1620.0,3.0,62.0,3,3827.1604938271603
Whitefield,2 BHK,1254.0,2.0,40.0,2,3189.792663476874
Banashankari,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
Hosur Road,3 BHK,1510.0,2.0,105.0,3,6953.64238410596
Kaggalipura,2 BHK,950.0,2.0,65.0,2,6842.105263157895
Battarahalli,3 BHK,1945.0,3.0,97.42,3,5008.740359897172
Uttarahalli,2 BHK,1008.0,2.0,45.0,2,4464.285714285715
Thanisandra,3 BHK,1265.0,2.0,79.0,3,6245.059288537549
Hebbal,3 BHK,1255.0,2.0,77.68,3,6189.641434262949
Kanakpura Road,4 BHK,2689.0,6.0,220.0,4,8181.480104127929
Sarjapur  Road,3 BHK,1403.0,3.0,51.63,3,3679.9714896650034
Kudlu Gate,3 BHK,1535.0,3.0,85.0,3,5537.459283387622
Chamrajpet,3 BHK,1475.0,2.0,120.0,3,8135.593220338983
VGP Layout,2 BHK,1133.0,2.0,55.0,2,4854.368932038835
Whitefield,3 BHK,1697.0,3.0,94.79,3,5585.739540365351
Vasanth nagar,3 BHK,1560.0,3.0,188.0,3,12051.28205128205
Hennur Road,3 BHK,1192.0,2.0,60.0,3,5033.557046979866
Kasavanhalli,2 BHK,1349.0,2.0,78.0,2,5782.060785767235
7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3,7142.857142857143
Kalyan nagar,2 BHK,820.0,2.0,39.0,2,4756.09756097561
Whitefield,4 Bedroom,5000.0,4.0,400.0,4,8000.0
Kalkere,2 BHK,856.0,2.0,40.0,2,4672.897196261682
Rajaji Nagar,3 BHK,1621.0,4.0,130.0,3,8019.740900678594
Bannerghatta Road,3 BHK,1484.0,3.0,52.5,3,3537.735849056604
Siddapura,4 Bedroom,14000.0,3.0,800.0,4,5714.285714285715
Yelahanka New Town,1 BHK,500.0,1.0,20.0,1,4000.0
Electronic City,2 BHK,550.0,1.0,16.0,2,2909.090909090909
RWF West Colony,3 BHK,1384.0,3.0,62.28,3,4500.0
Uttarahalli,2 BHK,1150.0,2.0,49.0,2,4260.869565217391
Kaggadasapura,4 BHK,2150.0,4.0,100.0,4,4651.162790697675
Maragondanahalli,3 BHK,1508.0,3.0,70.25,3,4658.488063660478
Ramamurthy Nagar,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
TC Palaya,2 Bedroom,1240.0,2.0,60.0,2,4838.709677419355
Kudlu Gate,3 BHK,1535.0,3.0,78.0,3,5081.4332247557
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355.932203389831
Bannerghatta Road,2 BHK,1400.0,2.0,78.0,2,5571.428571428572
Whitefield,4 Bedroom,4800.0,4.0,525.0,4,10937.5
Sarjapur  Road,3 BHK,1984.0,4.0,146.0,3,7358.870967741936
Whitefield,4 Bedroom,3000.0,5.0,250.0,4,8333.333333333334
Garudachar Palya,3 BHK,1960.0,3.0,160.0,3,8163.265306122449
Sarjapur  Road,2 BHK,1035.0,2.0,45.0,2,4347.826086956522
Whitefield,3 BHK,1700.0,3.0,115.0,3,6764.705882352941
Hosakerehalli,4 BHK,3024.0,5.0,248.0,4,8201.0582010582
Tumkur Road,3 BHK,1586.0,3.0,100.0,3,6305.170239596469
Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4,5161.290322580645
Yelahanka,2 BHK,1120.0,2.0,55.0,2,4910.714285714285
Sarjapur  Road,2 BHK,1128.0,2.0,59.0,2,5230.49645390071
Jigani,2 BHK,924.0,2.0,65.0,2,7034.632034632034
Suraksha Nagar,3 BHK,1600.0,3.0,52.0,3,3250.0
Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Kannamangala,2 BHK,957.0,2.0,56.0,2,5851.619644723093
Whitefield,2 BHK,1140.0,2.0,41.0,2,3596.4912280701756
Roopena Agrahara,2 BHK,1050.0,2.0,67.0,2,6380.952380952381
Whitefield,2 BHK,1190.0,2.0,57.0,2,4789.915966386555
Kanakpura Road,3 BHK,1558.67,2.0,65.0,3,4170.222048284755
Whitefield,3 BHK,1403.0,2.0,60.81,3,4334.283677833215
Kanakpura Road,3 BHK,1542.0,2.0,85.0,3,5512.321660181582
Haralur Road,4 Bedroom,2750.0,4.0,220.0,4,8000.0
Iblur Village,4 BHK,3596.0,5.0,290.0,4,8064.5161290322585
Dooravani Nagar,3 BHK,1596.0,3.0,105.0,3,6578.9473684210525
Channasandra,2 BHK,1009.0,2.0,38.34,2,3799.8017839445
Hosa Road,3 BHK,1726.0,3.0,81.99,3,4750.289687137891
Kudlu Gate,3 BHK,1535.0,3.0,86.0,3,5602.605863192182
Whitefield,4 Bedroom,3100.0,4.0,465.0,4,15000.0
Binny Pete,1 BHK,665.0,1.0,50.75,1,7631.578947368421
Kalkere,2 BHK,925.0,2.0,48.0,2,5189.189189189189
